rank,family,variant,rebalance,requested_range,actual_range,net_perf_pct,cagr_pct,max_drawdown_pct,sharpe,positions,win_rate_pct,avg_trade_pct,median_trade_days,soxl_return_pct,soxl_max_drawdown_pct,tqqq_return_pct,tqqq_max_drawdown_pct,soxl_only_net_pct,soxl_only_max_drawdown_pct,excess_vs_soxl_only_pct,beats_soxl_only,notes
71,Relative momentum rotation,"63d return_over_vol, skip 10d, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,350006.52,67.07,-90.36,1.06,233,52.79,7.13,7.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,308936.73,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
72,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,348906.69,67.03,-79.24,1.08,126,50.0,12.3,7.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,307836.89,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
73,Relative momentum rotation,"21d return_over_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-05-12 to 2026-05-20,355974.35,66.6,-86.5,1.06,136,55.88,12.54,29.0,26300.29,-90.46,27559.06,-81.66,48461.05,-66.18,307513.3,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
74,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,347822.29,67.27,-77.8,1.09,202,51.98,6.41,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,306752.49,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
75,Relative momentum rotation,"63d return_over_vol, skip 21d, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,347346.1,67.25,-84.4,1.06,323,49.54,4.43,4.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,306276.3,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
76,Relative momentum rotation,"84d return_minus_half_vol, skip 10d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,346677.51,67.44,-80.75,1.08,148,53.38,10.16,7.5,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,305607.71,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
77,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,342395.71,66.83,-85.33,1.08,66,59.09,22.69,58.5,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,301325.91,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
78,Relative momentum rotation,"21d return, skip 21d, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-05-12 to 2026-05-20,349491.58,66.41,-76.86,1.06,217,47.47,7.09,7.0,26300.29,-90.46,27559.06,-81.66,48461.05,-66.18,301030.52,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
79,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,341528.83,67.18,-84.13,1.08,224,54.02,6.19,4.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,300459.03,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
80,Relative momentum rotation,"84d return_minus_half_vol, chosen/alternate above SMA100, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,339636.47,67.01,-81.49,1.08,176,50.0,7.78,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,298566.67,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
81,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,339310.0,67.11,-86.74,1.08,228,52.19,6.34,5.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,298240.2,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
82,Relative momentum rotation,"84d return_over_vol, skip 5d, chosen/alternate above SMA50, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,337328.18,67.05,-88.15,1.07,385,51.95,3.67,3.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,296258.38,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
83,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,336751.4,66.66,-84.82,1.08,76,57.89,21.05,48.5,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,295681.6,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
84,Relative momentum rotation,"84d return_minus_vol, chosen/alternate above SMA100, 5% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,336718.43,66.92,-77.1,1.1,150,54.67,9.37,7.5,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,295648.63,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
85,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,336603.58,67.02,-81.89,1.08,138,53.62,9.98,7.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,295533.79,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
86,Relative momentum rotation,"63d return_minus_vol, skip 21d, chosen/alternate above SMA200, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,335234.54,66.88,-80.56,1.1,201,57.71,5.5,5.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,294164.74,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
87,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, chosen/alternate above SMA50, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,335074.05,66.87,-78.49,1.08,232,52.59,5.57,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,294004.25,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
88,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,334455.67,66.85,-80.22,1.08,132,46.97,11.05,6.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,293385.87,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
89,Relative momentum rotation,"84d return_minus_vol, skip 5d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,333404.11,66.92,-79.69,1.09,152,55.26,8.1,8.5,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,292334.31,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
90,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, chosen/alternate above SMA100, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,333081.15,66.81,-77.8,1.08,198,52.53,6.61,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,292011.35,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
91,Relative momentum rotation,"42d return_over_vol, skip 10d, chosen/alternate above SMA50",monthly,2010-03-11 to 2026-05-20,2010-05-26 to 2026-05-20,340164.44,66.33,-89.03,1.06,49,73.47,25.78,91.0,34537.35,-90.46,36910.51,-81.66,48461.05,-66.18,291703.38,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
92,Relative momentum rotation,"42d return_minus_half_vol, skip 21d, chosen/alternate above SMA50",monthly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,331814.41,66.3,-84.09,1.09,51,72.55,22.75,62.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,289960.15,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
93,Relative momentum rotation,"63d return, skip 21d, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,330606.84,66.73,-86.29,1.06,148,47.3,12.34,6.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,289537.04,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
94,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,330133.53,66.82,-83.14,1.08,90,61.11,15.58,22.5,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,289063.73,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
95,Relative momentum rotation,"63d return, skip 21d, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,329962.41,66.71,-85.96,1.06,162,46.91,11.42,6.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,288892.61,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
96,Relative momentum rotation,"84d return_minus_half_vol, skip 10d, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,329466.28,66.9,-80.75,1.08,148,51.35,10.16,7.0,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,288396.48,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
97,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, chosen/alternate above SMA200, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,329355.91,66.79,-81.89,1.08,138,53.62,9.93,7.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,288286.11,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
98,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, chosen/alternate above SMA100, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,328724.19,66.77,-83.14,1.08,94,62.77,14.86,14.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,287654.4,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
99,Relative momentum rotation,"63d return_minus_vol, skip 21d, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,328013.84,66.65,-74.75,1.1,197,54.82,5.87,5.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,286944.04,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
100,Relative momentum rotation,"63d return, skip 21d, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,327604.23,66.64,-85.67,1.06,94,52.13,19.64,29.5,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,286534.43,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
101,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, chosen/alternate above SMA200, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,327123.2,66.72,-84.41,1.08,224,54.02,6.38,4.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,286053.4,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
102,Relative momentum rotation,"84d return_minus_half_vol, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,325993.24,66.58,-79.33,1.08,284,52.46,4.45,5.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,284923.44,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
103,Relative momentum rotation,"63d return_over_vol, skip 10d, chosen/alternate above SMA50, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,323739.1,66.25,-89.99,1.06,237,51.9,6.84,7.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,282669.3,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
104,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,323431.02,66.24,-79.1,1.08,182,54.95,7.4,8.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,282361.22,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
105,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, chosen/alternate above SMA100, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,322891.94,66.48,-81.02,1.07,160,46.88,9.46,5.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,281822.14,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
106,Relative momentum rotation,"84d return_minus_half_vol, chosen/alternate above SMA200, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,322477.49,66.47,-83.4,1.08,72,59.72,21.16,42.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,281407.69,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
107,Relative momentum rotation,"42d return_minus_half_vol, skip 21d, chosen/alternate above SMA100, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,323016.31,66.02,-84.73,1.09,103,62.14,13.58,28.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,281162.06,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
108,Relative momentum rotation,"21d return_over_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-05-12 to 2026-05-20,328918.41,65.78,-88.16,1.05,234,51.71,7.23,7.0,26300.29,-90.46,27559.06,-81.66,48461.05,-66.18,280457.35,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
109,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,319320.94,66.37,-77.8,1.08,194,49.48,6.87,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,278251.14,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
110,Relative momentum rotation,"63d return_over_vol, chosen/alternate above SMA50, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,319461.7,65.91,-84.79,1.05,281,58.36,5.08,5.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,277607.45,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
111,Relative momentum rotation,"84d return_minus_half_vol, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,318416.18,66.34,-84.14,1.08,84,53.57,18.1,31.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,277346.38,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
112,Relative momentum rotation,"84d return_over_vol, skip 5d, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,317263.35,66.4,-90.34,1.06,277,50.9,5.33,5.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,276193.55,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
113,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,316164.41,66.26,-77.87,1.08,238,51.68,5.71,5.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,275094.61,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
114,Relative momentum rotation,"84d return_minus_vol, chosen/alternate above SMA100, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,315991.85,66.26,-77.1,1.09,154,54.55,8.62,8.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,274922.05,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
115,Relative momentum rotation,"84d return_minus_half_vol, chosen/alternate above SMA200, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,315594.93,66.24,-83.73,1.07,54,70.37,24.55,56.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,274525.13,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
116,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,315006.23,65.96,-85.33,1.08,64,57.81,25.09,60.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,273936.43,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
117,Relative momentum rotation,"84d return_minus_half_vol, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,314462.39,66.21,-79.06,1.07,244,52.46,5.27,5.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,273392.59,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
118,Relative momentum rotation,"84d return_minus_vol, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,314135.13,66.19,-77.1,1.09,148,55.41,9.06,8.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,273065.33,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
119,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,313603.2,66.18,-77.87,1.08,348,54.02,3.67,4.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,272533.4,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
120,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,312581.21,65.88,-80.49,1.08,100,63.0,13.5,21.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,271511.41,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
121,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,312283.92,65.87,-79.24,1.07,130,51.54,11.3,8.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,271214.13,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
122,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,311897.18,65.86,-79.1,1.08,186,53.76,7.17,8.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,270827.38,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
123,Relative momentum rotation,"84d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,310798.34,66.29,-83.15,1.07,224,51.34,6.26,4.0,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,269728.54,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
124,Relative momentum rotation,"63d return_minus_half_vol, skip 21d, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,310637.19,66.08,-80.22,1.07,136,46.32,11.19,6.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,269567.39,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
125,Relative momentum rotation,"63d return_minus_half_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,310496.98,65.81,-85.14,1.07,82,59.76,18.22,34.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,269427.18,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
