strategy,universe,top_n,signal_date,trade_date,action,ticker,security,index_date_added,price,old_weight,new_weight,rank,score,skipped_not_yet_index_before_buy,equity_before_trade
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-11-30,2022-12-01,BUY,NFLX,"Netflix, Inc.",,30.39900016784668,0.0,0.3333333333333333,3,0.5130371246307115,0,4.258794875459956
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-12-30,2023-01-03,SELL,ALNY,Alnylam Pharmaceuticals,,238.0,0.3333333333333333,0.0,,,,4.323726041213453
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-12-30,2023-01-03,SELL,DXCM,DexCom,,114.3000030517578,0.3333333333333333,0.0,,,,4.323726041213453
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-12-30,2023-01-03,BUY,AXON,Axon Enterprise,,167.8800048828125,0.0,0.3333333333333333,1,0.9739353443411671,0,4.323726041213453
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-12-30,2023-01-03,BUY,CEG,Constellation Energy,,83.66684891768972,0.0,0.3333333333333333,3,0.6742975189564664,0,4.323726041213453
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-01-31,2023-02-01,SELL,CEG,Constellation Energy,,83.1366271103242,0.3333333333333333,0.0,,,,4.829332968344106
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-01-31,2023-02-01,SELL,NFLX,"Netflix, Inc.",,35.38600158691406,0.3333333333333333,0.0,,,,4.829332968344106
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-01-31,2023-02-01,BUY,PDD,PDD Holdings,,102.30999755859376,0.0,0.3333333333333333,1,0.728035354061749,0,4.829332968344106
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-01-31,2023-02-01,BUY,ALNY,Alnylam Pharmaceuticals,,228.1499938964844,0.0,0.3333333333333333,2,0.700964689122473,0,4.829332968344106
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-02-28,2023-03-01,SELL,ALNY,Alnylam Pharmaceuticals,,191.4499969482422,0.3333333333333333,0.0,,,,4.5110741571929465
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-02-28,2023-03-01,BUY,NFLX,"Netflix, Inc.",,32.154998779296875,0.0,0.3333333333333333,2,0.615773965168505,0,4.5110741571929465
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-03-31,2023-04-03,SELL,NFLX,"Netflix, Inc.",,34.18299865722656,0.3333333333333333,0.0,,,,4.401487882298617
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-03-31,2023-04-03,BUY,NVDA,Nvidia,,27.48466960367856,0.0,0.3333333333333333,2,0.9083439264623381,0,4.401487882298617
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-04-28,2023-05-01,SELL,AXON,Axon Enterprise,,211.3300018310547,0.3333333333333333,0.0,,,,4.212549395289765
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-04-28,2023-05-01,SELL,PDD,PDD Holdings,,67.69000244140625,0.3333333333333333,0.0,,,,4.212549395289765
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-04-28,2023-05-01,BUY,AMD,Advanced Micro Devices,,91.02999877929688,0.0,0.3333333333333333,2,0.6087392779895031,0,4.212549395289765
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-04-28,2023-05-01,BUY,SHOP,Shopify,,48.130001068115234,0.0,0.3333333333333333,3,0.607020014493487,0,4.212549395289765
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-05-31,2023-06-01,SELL,AMD,Advanced Micro Devices,,117.29000091552734,0.3333333333333333,0.0,,,,5.43970877062945
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-05-31,2023-06-01,SELL,SHOP,Shopify,,56.41999816894531,0.3333333333333333,0.0,,,,5.43970877062945
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-05-31,2023-06-01,BUY,META,Meta Platforms,,263.8295904214734,0.0,0.3333333333333333,1,1.2355208296885665,0,5.43970877062945
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-05-31,2023-06-01,BUY,MSTR,MicroStrategy,,29.850000381469727,0.0,0.3333333333333333,3,0.7403633927248903,0,5.43970877062945
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-06-30,2023-07-03,SELL,META,Meta Platforms,,284.4676359393377,0.3333333333333333,0.0,,,,6.093863064724498
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-06-30,2023-07-03,SELL,MSTR,MicroStrategy,,34.70000076293945,0.3333333333333333,0.0,,,,6.093863064724498
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-06-30,2023-07-03,BUY,APP,AppLovin,,25.649999618530277,0.0,0.3333333333333333,2,1.6606384301951977,0,6.093863064724498
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-06-30,2023-07-03,BUY,PLTR,Palantir Technologies,,15.489999771118164,0.0,0.3333333333333333,3,1.4233936774536864,0,6.093863064724498
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-10-31,2023-11-01,SELL,NVDA,Nvidia,,40.8554341335007,0.3333333333333333,0.0,,,,6.836261544259424
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-10-31,2023-11-01,BUY,ZS,Zscaler,,159.60000610351562,0.0,0.3333333333333333,3,0.849310337812051,0,6.836261544259424
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-11-30,2023-12-01,SELL,PLTR,Palantir Technologies,,19.93000030517578,0.3333333333333333,0.0,,,,8.254147033232156
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-11-30,2023-12-01,SELL,ZS,Zscaler,,197.88999938964844,0.3333333333333333,0.0,,,,8.254147033232156
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-11-30,2023-12-01,BUY,PDD,PDD Holdings,,143.32000732421875,0.0,0.3333333333333333,1,0.4679404189420133,0,8.254147033232156
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-11-30,2023-12-01,BUY,MSTR,MicroStrategy,,50.35300064086914,0.0,0.3333333333333333,3,0.4115823642805754,0,8.254147033232156
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-12-29,2024-01-02,SELL,MSTR,MicroStrategy,,69.2490005493164,0.3333333333333333,0.0,,,,9.38374103662325
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-12-29,2024-01-02,BUY,CRWD,CrowdStrike,,251.47000122070312,0.0,0.3333333333333333,2,0.5962416438725056,0,9.38374103662325
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-01-31,2024-02-01,SELL,APP,AppLovin,,41.540000915527344,0.3333333333333333,0.0,,,,9.739135474422893
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-01-31,2024-02-01,BUY,MSTR,MicroStrategy,,50.18000030517578,0.0,0.3333333333333333,3,0.4520666962501996,0,9.739135474422893
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-02-29,2024-03-01,SELL,MSTR,MicroStrategy,,99.5999984741211,0.3333333333333333,0.0,,,,12.732676327446422
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-02-29,2024-03-01,SELL,PDD,PDD Holdings,,126.9000015258789,0.3333333333333333,0.0,,,,12.732676327446422
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-02-29,2024-03-01,BUY,ZS,Zscaler,,227.0,0.0,0.3333333333333333,2,0.6699217129747685,0,12.732676327446422
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-02-29,2024-03-01,BUY,AMD,Advanced Micro Devices,,197.91000366210935,0.0,0.3333333333333333,3,0.6244335397754945,0,12.732676327446422
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-03-28,2024-04-01,SELL,AMD,Advanced Micro Devices,,180.10000610351562,0.3333333333333333,0.0,,,,11.760751430232816
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-03-28,2024-04-01,SELL,ZS,Zscaler,,192.5,0.3333333333333333,0.0,,,,11.760751430232816
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-03-28,2024-04-01,BUY,MSTR,MicroStrategy,,164.50100708007812,0.0,0.3333333333333333,1,2.0508823307953987,0,11.760751430232816
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-03-28,2024-04-01,BUY,ARM,Arm Holdings,,126.36000061035156,0.0,0.3333333333333333,2,1.5261369384848948,0,11.760751430232816
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-04-30,2024-05-01,SELL,CRWD,CrowdStrike,,290.44000244140625,0.3333333333333333,0.0,,,,9.059531321799122
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-04-30,2024-05-01,BUY,NVDA,Nvidia,,85.02901046138126,0.0,0.3333333333333333,3,1.2314859455466576,0,9.059531321799122
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-05-31,2024-06-03,SELL,ARM,Arm Holdings,,125.0,0.3333333333333333,0.0,,,,12.650509719349794
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-05-31,2024-06-03,BUY,APP,AppLovin,,83.05000305175781,0.0,0.3333333333333333,2,0.7868306442469708,0,12.650509719349794
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-07-31,2024-08-01,SELL,APP,AppLovin,,78.88999938964844,0.3333333333333333,0.0,,,,12.76916720015602
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-07-31,2024-08-01,SELL,NVDA,Nvidia,,117.47335365334,0.3333333333333333,0.0,,,,12.76916720015602
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-07-31,2024-08-01,BUY,INSM,Insmed Incorporated,,72.8499984741211,0.0,0.3333333333333333,2,1.2899550538584048,0,12.76916720015602
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-07-31,2024-08-01,BUY,ARM,Arm Holdings,,128.7100067138672,0.0,0.3333333333333333,3,1.2068917484659587,0,12.76916720015602
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-08-30,2024-09-03,SELL,ARM,Arm Holdings,,129.86500549316406,0.3333333333333333,0.0,,,,12.389517957535451
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-08-30,2024-09-03,BUY,ALNY,Alnylam Pharmaceuticals,,260.44000244140625,0.0,0.3333333333333333,2,0.7601073604434718,0,12.389517957535451
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-09-30,2024-10-01,SELL,MSTR,MicroStrategy,,168.52000427246094,0.3333333333333333,0.0,,,,13.455936450689187
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-09-30,2024-10-01,BUY,MPWR,Monolithic Power Systems,,910.0435751106426,0.0,0.3333333333333333,3,0.39427836563033036,0,13.455936450689187
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-10-31,2024-11-01,SELL,MPWR,Monolithic Power Systems,,756.8254370770082,0.3333333333333333,0.0,,,,12.256235900940663
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-10-31,2024-11-01,BUY,APP,AppLovin,,171.13999938964844,0.0,0.3333333333333333,2,0.8126120932481071,0,12.256235900940663
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-11-29,2024-12-02,SELL,INSM,Insmed Incorporated,,75.0199966430664,0.3333333333333333,0.0,,,,15.847616746313427
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-11-29,2024-12-02,BUY,PLTR,Palantir Technologies,,67.44000244140625,0.0,0.3333333333333333,2,1.0152213105033319,0,15.847616746313427
